SUBMITTED_ID,FBID_KEY,ANNOTATION_SYMBOL,CYTOGENETIC_MAP,EXPERIMENTAL_CYTOLOGY,EXPERIMENTAL_RECOMBINATION_DATA,EXPERIMENTAL_RECOMBINATION_LEFT_OF,EXPERIMENTAL_RECOMBINATION_RIGHT_OF,FEATURE_TYPE,GO_BIOLOGICAL_PROCESS,GO_CELLULAR_COMPONENT,GO_MOLECULAR_FUNCTION,LOCATION_ARM,LOCATION_MAX,LOCATION_MIN,LOCATION_STRAND,MAPPED_FEATURES_MUTATIONS,NAME,RECOMBINATION_MAP,SYMBOL
FBgn0038252,FBgn0038252,CG3509,88C10-88C10,-,3-55 <newline> 3-54.2,-,-,SO0000010:protein_coding_gene,"nucleosome assembly ; GO:0006334 | inferred from electronic annotation with InterPro:IPR005818 <newline> regulation of transcription, DNA-templated ; GO:0006355 | inferred from mutant phenotype <newline> regulation of nucleosome density ; GO:0060303 | inferred from mutant phenotype",nucleosome ; GO:0000786 | inferred from electronic annotation with InterPro:IPR005818 <newline> nucleus ; GO:0005634 | inferred from electronic annotation with InterPro:IPR005818 <newline> chromatin ; GO:0000785 | inferred from direct assay,DNA binding ; GO:0003677 | inferred from electronic annotation with InterPro:IPR005818,3R,14664822,14663450,1,-,Histone H1 variant BigH1,Mar-55,BigH1
FBgn0038313,FBgn0038313,CG4338,88E11-88E11,-,3-56 <newline> 3-56.1,-,-,SO0000010:protein_coding_gene,maturation of SSU-rRNA ; GO:0030490 | inferred from biological aspect of ancestor with PANTHER:PTN000463956,-,-,3R,15276474,15275522,1,-,-,Mar-56,CG4338
FBgn0038366,FBgn0038366,CG4576,89A5-89A5,-,3-58 <newline> 3-57.6,-,-,SO0000010:protein_coding_gene,-,-,"transferase activity, transferring acyl groups other than amino-acyl groups ; GO:0016747 | inferred from electronic annotation with InterPro:IPR002656",3R,15830321,15825747,1,-,-,Mar-58,CG4576
FBgn0038388,FBgn0038388,CG4287,89A8-89A8,-,3-58 <newline> 3-57.8,-,-,SO0000010:protein_coding_gene,-,-,-,3R,15963867,15962167,-1,-,-,Mar-58,CG4287
FBgn0038390,FBgn0038390,CG5083,89A8-89A8,89B1-89B4,3- <newline> 3-58 <newline> 3-57.8,-,-,SO0000010:protein_coding_gene,negative regulation of transcription from RNA polymerase II promoter ; GO:0000122 | inferred from genetic interaction with Rbf <newline> negative regulation of G1/S transition of mitotic cell cycle ; GO:2000134 | inferred from direct assay,Myb complex ; GO:0031523 | inferred from direct assay <newline> Rb-E2F complex ; GO:0035189 | traceable author statement <newline> Rb-E2F complex ; GO:0035189 | inferred from direct assay,"transcription factor binding ; GO:0008134 | inferred from physical interaction with Dp inferred from physical interaction with E2f2 <newline> protein binding ; GO:0005515 | inferred from physical interaction with UniProtKB:O77051 <newline> transcription regulatory region DNA binding ; GO:0044212 | inferred from direct assay <newline> transcriptional repressor activity, RNA polymerase II core promoter proximal region sequence-specific binding ; GO:0001078 | contributes_to inferred from physical interaction with E2f2",3R,15968138,15965446,1,-,Retinoblastoma-family protein 2,Mar-58,Rbf2
FBgn0038395,FBgn0038395,CG10407,89B1-89B1,-,3-58 <newline> 3-57.9,-,-,SO0000010:protein_coding_gene,multicellular organism reproduction ; GO:0032504 | inferred from high throughput expression pattern <newline> circadian rhythm ; GO:0007623 | inferred from biological aspect of ancestor with PANTHER:PTN001663160,extracellular space ; GO:0005615 | inferred from high throughput direct assay <newline> extracellular space ; GO:0005615 | inferred from sequence or structural similarity with to,-,3R,16046130,16044747,-1,-,-,Mar-58,CG10407
FBgn0038398,FBgn0038398,CG4979,89B2-89B3,-,3-58 <newline> 3-58.1,-,-,SO0000010:protein_coding_gene,lipid metabolic process ; GO:0006629 | inferred from electronic annotation with InterPro:IPR033906,cellular_component ; GO:0005575 | no biological data available,carboxylic ester hydrolase activity ; GO:0052689 | inferred from electronic annotation with InterPro:IPR000734,3R,16087222,16083878,1,-,sex-specific enzyme 2,Mar-58,sxe2
FBgn0038429,FBgn0038429,CG14882,89B16-89B16,-,3-58 <newline> 3-58.4,-,-,SO0000010:protein_coding_gene,"oxidation-reduction process ; GO:0055114 | inferred from electronic annotation with InterPro:IPR001433, InterPro:IPR001709, InterPro:IPR003097, InterPro:IPR017927, InterPro:IPR017938, InterPro:IPR023173 <newline> methionine biosynthetic process ; GO:0009086 | inferred from sequence or structural similarity with HGNC:7473",-,[methionine synthase] reductase activity ; GO:0030586 | inferred from sequence or structural similarity with HGNC:7473,3R,16445010,16443207,1,-,-,Mar-58,CG14882
FBgn0038467,FBgn0038467,CG3590,89E8-89E8,-,3-59 <newline> 3-59.0,-,-,SO0000010:protein_coding_gene,purine nucleotide metabolic process ; GO:0006163 | inferred from sequence or structural similarity with RGD:1307617 <newline> 'de novo' AMP biosynthetic process ; GO:0044208 | inferred from biological aspect of ancestor with PANTHER:PTN000154581,cytosol ; GO:0005829 | inferred from sequence or structural similarity with RGD:1307617,"(S)-2-(5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxamido)succinate AMP-lyase (fumarate-forming) activity ; GO:0070626 | inferred from biological aspect of ancestor with PANTHER:PTN000154581 <newline> N6-(1,2-dicarboxyethyl)AMP AMP-lyase (fumarate-forming) activity ; GO:0004018 | inferred from sequence or structural similarity with RGD:1307617 <newline> N6-(1,2-dicarboxyethyl)AMP AMP-lyase (fumarate-forming) activity ; GO:0004018 | inferred from biological aspect of ancestor with PANTHER:PTN000154581",3R,17021120,17018780,-1,-,Adenylosuccinate Lyase,Mar-59,AdSL
FBgn0038469,FBgn0038469,CG4009,89E10-89E10,-,3-59 <newline> 3-59.0,-,-,SO0000010:protein_coding_gene,oxidation-reduction process ; GO:0055114 | inferred from electronic annotation with InterPro:IPR010255 <newline> response to oxidative stress ; GO:0006979 | inferred from electronic annotation with InterPro:IPR010255,chorion ; GO:0042600 | inferred from direct assay,heme binding ; GO:0020037 | inferred from electronic annotation with InterPro:IPR010255 <newline> peroxidase activity ; GO:0004601 | inferred from biological aspect of ancestor with PANTHER:PTN000158755,3R,17036045,17033588,-1,-,-,Mar-59,CG4009
FBgn0038478,FBgn0038478,CG5148,89E12-89E12,-,3-59 <newline> 3-59.2,-,-,SO0000010:protein_coding_gene,"positive regulation of CENP-A containing nucleosome assembly ; GO:1903099 | inferred from direct assay <newline> protein localization to kinetochore ; GO:0034501 | inferred from mutant phenotype <newline> regulation of kinetochore assembly ; GO:0090234 | inferred from direct assay <newline> protein localization to chromosome, centromeric region ; GO:0071459 | inferred from mutant phenotype <newline> mitotic cell cycle ; GO:0000278 | inferred from mutant phenotype <newline> female meiosis chromosome segregation ; GO:0016321 | inferred from mutant phenotype","kinetochore ; GO:0000776 | colocalizes_with inferred from direct assay <newline> nucleolus ; GO:0005730 | inferred from direct assay <newline> chromosome, centromeric region ; GO:0000775 | inferred from direct assay","histone binding ; GO:0042393 | inferred from electronic annotation with InterPro:IPR018465 <newline> protein binding ; GO:0005515 | inferred from physical interaction with cid <newline> protein binding, bridging ; GO:0030674 | inferred from physical interaction with cid, Cenp-C",3R,17091938,17088280,1,-,chromosome alignment defect 1,Mar-59,cal1
FBgn0038525,FBgn0038525,CG14329,90B6-90B6,-,3-61 <newline> 3-59.9,-,-,SO0000010:protein_coding_gene,biological_process ; GO:0008150 | no biological data available,cellular_component ; GO:0005575 | no biological data available,molecular_function ; GO:0003674 | no biological data available,3R,17610533,17609359,1,-,-,Mar-61,CG14329
FBgn0038551,FBgn0038551,CG7357,90C6-90C6,-,3-61 <newline> 3-60.3,-,-,SO0000010:protein_coding_gene,heterochromatin organization involved in chromatin silencing ; GO:0070868 | inferred from mutant phenotype,nucleus ; GO:0005634 | inferred from electronic annotation with InterPro:IPR012934 <newline> heterochromatin ; GO:0000792 | inferred from direct assay,zinc ion binding ; GO:0008270 | inferred from electronic annotation with InterPro:IPR012934 <newline> DNA binding ; GO:0003677 | inferred from direct assay,3R,17809222,17807407,-1,-,Oddjob,Mar-61,Odj
FBgn0038575,FBgn0038575,CG7208,90F5-90F6,-,3-62 <newline> 3-61.9,-,-,SO0000010:protein_coding_gene,-,-,-,3R,18185715,18183656,-1,-,-,Mar-62,CG7208
FBgn0038581,FBgn0038581,CG14314,90F7-90F7,-,3-62 <newline> 3-61.9,-,-,SO0000010:protein_coding_gene,-,-,-,3R,18218014,18216142,1,-,-,Mar-62,CG14314
FBgn0038585,FBgn0038585,CG7993,90F8-90F8,-,3-62 <newline> 3-61.9,-,-,SO0000010:protein_coding_gene,"mitotic spindle assembly ; GO:0090307 | inferred from mutant phenotype <newline> maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) ; GO:0000463 | inferred from biological aspect of ancestor with PANTHER:PTN000296192 <newline> ribosomal large subunit assembly ; GO:0000027 | inferred from biological aspect of ancestor with PANTHER:PTN000296192",nucleolus ; GO:0005730 | inferred from direct assay,rRNA binding ; GO:0019843 | inferred from biological aspect of ancestor with PANTHER:PTN000296192,3R,18224942,18223722,1,-,Novel nucleolar protein 3,Mar-62,Non3
FBgn0038589,FBgn0038589,CG18598,90F10-90F10,-,3-62 <newline> 3-61.9,-,-,SO0000010:protein_coding_gene,-,-,-,3R,18251539,18251115,1,-,-,Mar-62,CG18598
FBgn0038601,FBgn0038601,CG18600,91A2-91A2,-,3-63 <newline> 3-62.3,-,-,SO0000010:protein_coding_gene,"transcription, DNA-templated ; GO:0006351 | inferred from electronic annotation with InterPro:IPR009668",DNA-directed RNA polymerase I complex ; GO:0005736 | inferred from biological aspect of ancestor with PANTHER:PTN000374345,DNA binding ; GO:0003677 | inferred from electronic annotation with InterPro:IPR009668 <newline> RNA polymerase I activity ; GO:0001054 | contributes_to inferred from biological aspect of ancestor with PANTHER:PTN000374345,3R,18301728,18300195,-1,-,-,Mar-63,CG18600
FBgn0038608,FBgn0038608,CG7670,91A3-91A3,-,3-63 <newline> 3-62.3,-,-,SO0000010:protein_coding_gene,"replication fork protection ; GO:0048478 | inferred from genetic interaction with spn-A <newline> negative regulation of mitotic recombination ; GO:0045950 | inferred from mutant phenotype <newline> DNA catabolic process, exonucleolytic ; GO:0000738 | inferred from direct assay <newline> DNA catabolic process, exonucleolytic ; GO:0000738 | inferred by curator from GO:0008408",nucleus ; GO:0005634 | inferred from direct assay,"nucleic acid binding ; GO:0003676 | inferred from electronic annotation with InterPro:IPR002562, InterPro:IPR012337 <newline> single-stranded DNA 3'-5' exodeoxyribonuclease activity ; GO:0008310 | inferred from direct assay <newline> double-stranded DNA 3'-5' exodeoxyribonuclease activity ; GO:0008311 | inferred from direct assay <newline> 3'-5' exonuclease activity ; GO:0008408 | inferred from sequence or structural similarity with HGNC:12791 <newline> 3'-5' exonuclease activity ; GO:0008408 | inferred from mutant phenotype",3R,18366162,18364244,-1,-,WRN exonuclease,Mar-63,WRNexo
FBgn0038609,FBgn0038609,CG7671,91A3-91A3,-,3-63 <newline> 3-62.3,-,-,SO0000010:protein_coding_gene,mitotic cell cycle ; GO:0000278 | inferred from high throughput mutant phenotype,nuclear pore outer ring ; GO:0031080 | inferred from biological aspect of ancestor with PANTHER:PTN000505445 <newline> nuclear pore outer ring ; GO:0031080 | inferred from sequence or structural similarity with HGNC:21182,molecular_function ; GO:0003674 | no biological data available,3R,18367913,18366638,1,-,Nucleoporin 43kD,Mar-63,Nup43
FBgn0038610,FBgn0038610,CG7675,91A4-91A4,-,3-63 <newline> 3-62.5,-,-,SO0000010:protein_coding_gene,-,cytosol ; GO:0005829 | inferred from high throughput direct assay,oxidoreductase activity ; GO:0016491 | inferred from biological aspect of ancestor with PANTHER:PTN000673029,3R,18381178,18378124,-1,-,-,Mar-63,CG7675
FBgn0038611,FBgn0038611,CG14309,91A5-91A5,-,3-63 <newline> 3-62.5,-,-,SO0000010:protein_coding_gene,-,membrane ; GO:0016020 | inferred from electronic annotation with InterPro:IPR005199 <newline> proteinaceous extracellular matrix ; GO:0005578 | inferred from biological aspect of ancestor with PANTHER:PTN001024080,"hydrolase activity, acting on glycosyl bonds ; GO:0016798 | inferred from electronic annotation with InterPro:IPR005199",3R,18385072,18381580,-1,-,-,Mar-63,CG14309
FBgn0038673,FBgn0038673,CG14286,91E4-91E4,-,3-65 <newline> 3-65.1,-,-,SO0000010:protein_coding_gene,biological_process ; GO:0008150 | no biological data available,cellular_component ; GO:0005575 | no biological data available,molecular_function ; GO:0003674 | no biological data available,3R,19024853,19024092,1,-,-,Mar-65,CG14286
FBgn0038675,FBgn0038675,CG6013,91E4-91E4,-,3-65 <newline> 3-65.1,-,-,SO0000010:protein_coding_gene,-,-,-,3R,19032409,19031503,1,-,-,Mar-65,CG6013
FBgn0038682,FBgn0038682,CG5835,91F4-91F4,-,3-66 <newline> 3-65.4,-,-,SO0000010:protein_coding_gene,-,-,-,3R,19153686,19148632,-1,-,-,Mar-66,CG5835
FBgn0038721,FBgn0038721,CG16718,92A11-92A11,-,3-66 <newline> 3-68.8,-,-,SO0000010:protein_coding_gene,chloride transport ; GO:0006821 | inferred from direct assay <newline> defense response to Gram-negative bacterium ; GO:0050829 | inferred from mutant phenotype <newline> detection of temperature stimulus involved in sensory perception of pain ; GO:0050965 | inferred from mutant phenotype,-,protein dimerization activity ; GO:0046983 | inferred from electronic annotation with InterPro:IPR032394 <newline> intracellular calcium activated chloride channel activity ; GO:0005229 | inferred from direct assay <newline> voltage-gated chloride channel activity ; GO:0005247 | inferred from direct assay <newline> temperature-gated ion channel activity ; GO:0097603 | inferred from direct assay,3R,19642722,19633418,-1,-,subdued,Mar-66,subdued
FBgn0038733,FBgn0038733,CG11407,92B2-92B2,-,3-67 <newline> 3-69.4,-,-,SO0000010:protein_coding_gene,metabolic process ; GO:0008152 | inferred from electronic annotation with InterPro:IPR000873 <newline> fatty acid biosynthetic process ; GO:0006633 | traceable author statement,-,catalytic activity ; GO:0003824 | inferred from electronic annotation with InterPro:IPR000873 <newline> fatty acid ligase activity ; GO:0015645 | traceable author statement,3R,19783145,19781246,1,-,-,Mar-67,CG11407
FBgn0038752,FBgn0038752,CG4462,92B7-92B8,-,3-67 <newline> 3-69.5,-,-,SO0000010:protein_coding_gene,transmembrane transport ; GO:0055085 | inferred from electronic annotation with InterPro:IPR011701,integral component of plasma membrane ; GO:0005887 | inferred from biological aspect of ancestor with PANTHER:PTN001175408,organic anion transmembrane transporter activity ; GO:0008514 | inferred from biological aspect of ancestor with PANTHER:PTN001936837,3R,19925371,19921744,-1,-,-,Mar-67,CG4462
FBgn0038774,FBgn0038774,CG5023,92D2-92D3,-,3-68 <newline> 3-70.8,-,-,SO0000010:protein_coding_gene,actomyosin structure organization ; GO:0031032 | inferred from electronic annotation with InterPro:IPR001997,-,actin binding ; GO:0003779 | inferred from electronic annotation with InterPro:IPR001997 <newline> actin binding ; GO:0003779 | inferred from sequence or structural similarity,3R,20174872,20169435,1,-,-,Mar-68,CG5023
FBgn0038799,FBgn0038799,CG4288,92E14-92E14,-,3-68 <newline> 3-72.7,-,-,SO0000010:protein_coding_gene,transmembrane transport ; GO:0055085 | inferred from biological aspect of ancestor with PANTHER:PTN000184222 <newline> anion transport ; GO:0006820 | inferred from biological aspect of ancestor with PANTHER:PTN000184222,integral component of membrane ; GO:0016021 | inferred from biological aspect of ancestor with PANTHER:PTN000184222,transmembrane transporter activity ; GO:0022857 | inferred from biological aspect of ancestor with PANTHER:PTN000184222,3R,20512468,20507392,-1,-,Major Facilitator Superfamily Transporter 9,Mar-68,MFS9
FBgn0038803,FBgn0038803,CG5191,92F1-92F2,-,3-69 <newline> 3-72.7,-,-,SO0000010:protein_coding_gene,-,-,-,3R,20573000,20560865,1,-,-,Mar-69,CG5191
FBgn0038850,FBgn0038850,CG17279,93B7-93B7,-,3-70 <newline> 3-73.4,-,-,SO0000010:protein_coding_gene,circadian rhythm ; GO:0007623 | inferred from biological aspect of ancestor with PANTHER:PTN001663160 <newline> multicellular organism reproduction ; GO:0032504 | inferred from biological aspect of ancestor with PANTHER:PTN001663160,extracellular space ; GO:0005615 | inferred from biological aspect of ancestor with PANTHER:PTN001663160 <newline> extracellular space ; GO:0005615 | inferred from sequence or structural similarity with to,-,3R,21050943,21050014,-1,-,-,Mar-70,CG17279
