#SUBMITTED ID,FBID_KEY,ANNOTATION_SYMBOL,CYTOGENETIC_MAP,EXPERIMENTAL_CYTOLOGY,EXPERIMENTAL_RECOMBINATION_DATA,EXPERIMENTAL_RECOMBINATION_LEFT_OF,EXPERIMENTAL_RECOMBINATION_NOTE,EXPERIMENTAL_RECOMBINATION_RIGHT_OF,FEATURE_TYPE,GO_BIOLOGICAL_PROCESS,GO_CELLULAR_COMPONENT,GO_MOLECULAR_FUNCTION,LOCATION_ARM,LOCATION_MAX,LOCATION_MIN,LOCATION_STRAND,MAPPED_FEATURES_MUTATIONS,NAME,RECOMBINATION_MAP,SYMBOL
FBgn0031437,FBgn0031437,CG9881,23A1-23A1,-,2-5.4 <newline> 2-7,-,-,-,SO0000010:protein_coding_gene,Arp2/3 complex-mediated actin nucleation ; GO:0034314 | inferred from sequence or structural similarity with HGNC:708 <newline> cell migration ; GO:0016477 | inferred from biological aspect of ancestor with PANTHER:PTN000974138 <newline> regulation of actin filament polymerization ; GO:0030833 | inferred from mutant phenotype <newline> cell morphogenesis ; GO:0000902 | inferred from mutant phenotype <newline> Arp2/3 complex-mediated actin nucleation ; GO:0034314 | inferred from biological aspect of ancestor with PANTHER:PTN000291131,Arp2/3 protein complex ; GO:0005885 | inferred from biological aspect of ancestor with PANTHER:PTN000291131 <newline> cytoplasm ; GO:0005737 | inferred from biological aspect of ancestor with PANTHER:PTN000291131 <newline> lamellipodium ; GO:0030027 | inferred from direct assay <newline> Arp2/3 protein complex ; GO:0005885 | inferred from sequence or structural similarity with HGNC:708,structural constituent of cytoskeleton ; GO:0005200 | inferred from sequence or structural similarity with HGNC:708 <newline> actin binding ; GO:0003779 | inferred from sequence or structural similarity <newline> actin filament binding ; GO:0051015 | inferred from biological aspect of ancestor with PANTHER:PTN000291131,2L,2581423,2580292,1,-,"Actin-related protein 2/3 complex, subunit 5",7-Feb,Arpc5
FBgn0031449,FBgn0031449,CG31689,23A3-23A3,-,2-7 <newline> 2-6.2,-,-,-,SO0000010:protein_coding_gene,transmembrane transport ; GO:0055085 | inferred from sequence or structural similarity with UniProtKB:P10090,integral component of membrane ; GO:0016021 | inferred from biological aspect of ancestor with PANTHER:PTN000443108 <newline> plasma membrane ; GO:0005886 | inferred from biological aspect of ancestor with PANTHER:PTN000443108,"ATP binding ; GO:0005524 | inferred from electronic annotation with InterPro:IPR003439, InterPro:IPR017871 <newline> sterol-transporting ATPase activity ; GO:0034041 | inferred from biological aspect of ancestor with PANTHER:PTN001059382 <newline> cholesterol transporter activity ; GO:0017127 | inferred from biological aspect of ancestor with PANTHER:PTN001059382 <newline> ATPase activity, coupled to transmembrane movement of substances ; GO:0042626 | inferred from sequence or structural similarity with UniProtKB:P10090",2L,2739830,2725674,1,-,-,7-Feb,CG31689
FBgn0031558,FBgn0031558,CG16704,24B1-24B1,-,2-10 <newline> 2-8.9,-,-,-,SO0000010:protein_coding_gene,-,-,serine-type endopeptidase inhibitor activity ; GO:0004867 | inferred from electronic annotation with InterPro:IPR002223,2L,3692587,3692123,-1,-,-,10-Feb,CG16704
FBgn0031559,FBgn0031559,CG3513,24B1-24B1,-,2-10 <newline> 2-8.9,-,-,-,SO0000010:protein_coding_gene,-,-,serine-type endopeptidase inhibitor activity ; GO:0004867 | inferred from electronic annotation with InterPro:IPR002223,2L,3693182,3692699,-1,-,-,10-Feb,CG3513
FBgn0031654,FBgn0031654,CG8869,25B4-25B4,25B-25B; (determined by in situ hybridisation),2-[13] <newline> 2-14 <newline> 2-16.0,-,-,-,SO0000010:protein_coding_gene,"proteolysis ; GO:0006508 | inferred from electronic annotation with InterPro:IPR001254, InterPro:IPR001314, InterPro:IPR018114 <newline> proteolysis ; GO:0006508 | inferred from sequence model",-,"serine-type endopeptidase activity ; GO:0004252 | inferred from electronic annotation with InterPro:IPR001254, InterPro:IPR001314, InterPro:IPR018114 <newline> serine-type endopeptidase activity ; GO:0004252 | inferred from sequence model",2L,4953136,4952243,-1,-,Jonah 25Bii,14-Feb,Jon25Bii
FBgn0031661,FBgn0031661,CG8890,25B5-25B5,25B8-25B10,2-14 <newline> 2-16.0,-,-,-,SO0000010:protein_coding_gene,GDP-mannose metabolic process ; GO:0019673 | inferred from electronic annotation with InterPro:IPR006368 <newline> Notch signaling pathway ; GO:0007219 | inferred from mutant phenotype <newline> GDP-L-fucose biosynthetic process ; GO:0042350 | inferred from direct assay <newline> oogenesis ; GO:0048477 | inferred from mutant phenotype <newline> regulation of stem cell division ; GO:2000035 | inferred from mutant phenotype,-,"GDP-mannose 4,6-dehydratase activity ; GO:0008446 | inferred from direct assay",2L,4977023,4975300,-1,-,"GDP-mannose 4,6-dehydratase",14-Feb,Gmd
FBgn0031771,FBgn0031771,CG9140,26B4-26B4,-,2-18 <newline> 2-19.5,-,-,-,SO0000010:protein_coding_gene,"mitochondrial electron transport, NADH to ubiquinone ; GO:0006120 | inferred from sequence or structural similarity with UniProtKB:P49821",mitochondrial respiratory chain complex I ; GO:0005747 | inferred from sequence or structural similarity with UniProtKB:P49821,"NADH dehydrogenase (ubiquinone) activity ; GO:0008137 | inferred from electronic annotation with InterPro:IPR001949 <newline> NAD binding ; GO:0051287 | inferred from electronic annotation with InterPro:IPR011537 <newline> 4 iron, 4 sulfur cluster binding ; GO:0051539 | inferred from electronic annotation with InterPro:IPR001949, InterPro:IPR011537, InterPro:IPR019575 <newline> FMN binding ; GO:0010181 | inferred from electronic annotation with InterPro:IPR001949, InterPro:IPR011537 <newline> NADH dehydrogenase activity ; GO:0003954 | inferred from sequence or structural similarity with UniProtKB:P49821",2L,6062757,6060842,-1,-,NADH dehydrogenase (ubiquinone) 51 kDa subunit,18-Feb,ND-51
FBgn0031805,FBgn0031805,CG9505,26C4-26C4,-,2-19 <newline> 2-20.4,-,-,-,SO0000010:protein_coding_gene,"proteolysis ; GO:0006508 | inferred from electronic annotation with InterPro:IPR000718, InterPro:IPR008753, InterPro:IPR018497",-,"metalloendopeptidase activity ; GO:0004222 | inferred from electronic annotation with InterPro:IPR000718, InterPro:IPR018497",2L,6370190,6367882,1,-,-,19-Feb,CG9505
FBgn0031814,FBgn0031814,CG9528,26D4-26D5,-,2-20 <newline> 2-20.8,-,-,-,SO0000010:protein_coding_gene,-,mitochondrion ; GO:0005739 | inferred from direct assay,-,2L,6455929,6448464,-1,-,real-time,20-Feb,retm
FBgn0031947,FBgn0031947,CG7154,28C3-28C3,-,2-28 <newline> 2-25.0,-,-,-,SO0000010:protein_coding_gene,neuron projection morphogenesis ; GO:0048812 | inferred from mutant phenotype,-,-,2L,7786061,7782865,1,-,-,28-Feb,CG7154
FBgn0032066,FBgn0032066,CG9463,29F1-29F1,-,2-34 <newline> 2-28.9,-,-,-,SO0000010:protein_coding_gene,mannose metabolic process ; GO:0006013 | inferred from biological aspect of ancestor with PANTHER:PTN000176395 <newline> protein deglycosylation ; GO:0006517 | inferred from biological aspect of ancestor with PANTHER:PTN000176395,-,carbohydrate binding ; GO:0030246 | inferred from electronic annotation with InterPro:IPR011013 <newline> alpha-mannosidase activity ; GO:0004559 | inferred from biological aspect of ancestor with PANTHER:PTN000176395,2L,8768710,8765273,-1,-,Lysosomal alpha-mannosidase III,Feb-34,LManIII
FBgn0032067,FBgn0032067,CG9465,29F1-29F1,-,2-34 <newline> 2-28.9,-,-,-,SO0000010:protein_coding_gene,protein deglycosylation ; GO:0006517 | inferred from biological aspect of ancestor with PANTHER:PTN000176395 <newline> mannose metabolic process ; GO:0006013 | inferred from biological aspect of ancestor with PANTHER:PTN000176395,-,carbohydrate binding ; GO:0030246 | inferred from electronic annotation with InterPro:IPR011013 <newline> alpha-mannosidase activity ; GO:0004559 | inferred from biological aspect of ancestor with PANTHER:PTN000176395,2L,8772344,8769159,-1,-,Lysosomal alpha-mannosidase IV,Feb-34,LManIV
FBgn0032087,FBgn0032087,CG9568,29F7-29F7,-,2-34 <newline> 2-29.7,-,-,-,SO0000010:protein_coding_gene,-,-,-,2L,9011358,9010583,1,-,-,Feb-34,CG9568
FBgn0032287,FBgn0032287,CG6415,32A4-32A4,-,2-43 <newline> 2-36.5,-,-,-,SO0000010:protein_coding_gene,glycine catabolic process ; GO:0006546 | inferred from sequence or structural similarity with UniProtKB:P48728,glycine cleavage complex ; GO:0005960 | inferred from sequence or structural similarity with UniProtKB:P48728,aminomethyltransferase activity ; GO:0004047 | inferred from sequence or structural similarity with UniProtKB:P48728,2L,10704930,10703621,1,-,-,Feb-43,CG6415
FBgn0032358,FBgn0032358,CG4851,32E2-32E2,-,2-44 <newline> 2-37.9,-,-,-,SO0000010:protein_coding_gene,macromolecule depalmitoylation ; GO:0098734 | inferred from genetic interaction with Ppt1,lysosome ; GO:0005764 | inferred from direct assay,palmitoyl-(protein) hydrolase activity ; GO:0008474 | inferred from electronic annotation with InterPro:IPR030295 <newline> palmitoyl hydrolase activity ; GO:0098599 | inferred from genetic interaction with Ppt1,2L,11281920,11280298,1,-,Palmitoyl-protein Thioesterase 2,Feb-44,Ppt2
FBgn0032407,FBgn0032407,CG5325,33C4-33C4,-,2-46 <newline> 2-39.3,-,-,-,SO0000010:protein_coding_gene,peroxisome organization ; GO:0007031 | inferred from sequence or structural similarity with HGNC:9713 <newline> nervous system development ; GO:0007399 | inferred from mutant phenotype <newline> peroxisome organization ; GO:0007031 | inferred from mutant phenotype,peroxisome ; GO:0005777 | inferred from sequence or structural similarity with HGNC:9713 <newline> peroxisomal membrane ; GO:0005778 | inferred from biological aspect of ancestor with PANTHER:PTN000299444,peroxisome membrane targeting sequence binding ; GO:0033328 | inferred from biological aspect of ancestor with PANTHER:PTN000299444,2L,12095250,12091822,1,-,Peroxin 19,Feb-46,Pex19
FBgn0032797,FBgn0032797,CG10186,37E5-37E5,-,2-54 <newline> 2-53.7,-,-,-,SO0000010:protein_coding_gene,-,synaptic cleft ; GO:0043083 | inferred from direct assay,peptidase inhibitor activity ; GO:0030414 | inferred from electronic annotation with InterPro:IPR008197,2L,19517204,19508953,-1,-,Hig-anchoring scaffold protein,Feb-54,Hasp
FBgn0032900,FBgn0032900,CG14401,38F3-38F3,-,2-54 <newline> 2-54.1,-,-,-,SO0000010:protein_coding_gene,-,-,-,2L,20871565,20869854,1,-,-,Feb-54,CG14401
FBgn0033065,FBgn0033065,CG8345,42A12-42A12,42A-42A,2-55 <newline> 2-55.8,-,-,-,SO0000010:protein_coding_gene,"oxidation-reduction process ; GO:0055114 | inferred from electronic annotation with InterPro:IPR001128, InterPro:IPR002401, InterPro:IPR017972 <newline> sensory perception of smell ; GO:0007608 | inferred from expression pattern",-,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen ; GO:0016705 | inferred from electronic annotation with InterPro:IPR001128, InterPro:IPR002401, InterPro:IPR017972 <newline> heme binding ; GO:0020037 | inferred from electronic annotation with InterPro:IPR001128, InterPro:IPR002401 <newline> iron ion binding ; GO:0005506 | inferred from electronic annotation with InterPro:IPR001128, InterPro:IPR002401 <newline> oxidoreductase activity ; GO:0016491 | inferred from biological aspect of ancestor with PANTHER:PTN001209891",2R,6176195,6173684,1,-,Cyp6w1,Feb-55,Cyp6w1
FBgn0033127,FBgn0033127,CG12845,42E5-42E5,-,2-55 <newline> 2-56.3,-,-,-,SO0000010:protein_coding_gene,determination of adult lifespan ; GO:0008340 | inferred from mutant phenotype <newline> cell surface receptor signaling pathway ; GO:0007166 | inferred from biological aspect of ancestor with PANTHER:PTN001060286,integral component of plasma membrane ; GO:0005887 | inferred from biological aspect of ancestor with PANTHER:PTN001060286 <newline> integral component of membrane ; GO:0016021 | inferred from sequence or structural similarity <newline> integral component of membrane ; GO:0016021 | inferred from sequence model,molecular_function ; GO:0003674 | no biological data available,2R,7028082,7025010,1,-,Tetraspanin 42Ef,Feb-55,Tsp42Ef
FBgn0033128,FBgn0033128,CG12142,42E5-42E5,42E-42E,2-55 <newline> 2-56.3,-,-,-,SO0000010:protein_coding_gene,cell surface receptor signaling pathway ; GO:0007166 | inferred from biological aspect of ancestor with PANTHER:PTN001060286,integral component of plasma membrane ; GO:0005887 | inferred from biological aspect of ancestor with PANTHER:PTN001060286 <newline> integral component of membrane ; GO:0016021 | inferred from sequence or structural similarity <newline> integral component of membrane ; GO:0016021 | inferred from sequence model,molecular_function ; GO:0003674 | no biological data available,2R,7033233,7028911,1,-,Tetraspanin 42Eg,Feb-55,Tsp42Eg
FBgn0033132,FBgn0033132,CG12143,42E5-42E5,-,2-55 <newline> 2-56.3,-,-,-,SO0000010:protein_coding_gene,cellular response to high light intensity ; GO:0071486 | inferred from mutant phenotype <newline> endocytosis ; GO:0006897 | inferred from mutant phenotype <newline> cell surface receptor signaling pathway ; GO:0007166 | inferred from biological aspect of ancestor with PANTHER:PTN001060286,integral component of membrane ; GO:0016021 | inferred from sequence model <newline> lysosome ; GO:0005764 | inferred from direct assay <newline> integral component of membrane ; GO:0016021 | inferred from sequence or structural similarity <newline> integral component of plasma membrane ; GO:0005887 | inferred from biological aspect of ancestor with PANTHER:PTN001060286,molecular_function ; GO:0003674 | no biological data available,2R,7042762,7040136,1,-,Tetraspanin 42Ej,Feb-55,Tsp42Ej
FBgn0033134,FBgn0033134,CG12840,42E5-42E5,42E-42E,2-55 <newline> 2-56.3,-,-,-,SO0000010:protein_coding_gene,cell surface receptor signaling pathway ; GO:0007166 | inferred from biological aspect of ancestor with PANTHER:PTN001060286,integral component of membrane ; GO:0016021 | inferred from sequence or structural similarity <newline> integral component of plasma membrane ; GO:0005887 | inferred from biological aspect of ancestor with PANTHER:PTN001060286 <newline> integral component of membrane ; GO:0016021 | inferred from sequence model,molecular_function ; GO:0003674 | no biological data available,2R,7048538,7045769,1,-,Tetraspanin 42El,Feb-55,Tsp42El
FBgn0033188,FBgn0033188,CG1600,43D2-43D3,-,2-56 <newline> 2-56.7,-,-,-,SO0000010:protein_coding_gene,response to hypoxia ; GO:0001666 | inferred from expression pattern inferred from mutant phenotype <newline> cellular response to ethanol ; GO:0071361 | inferred from mutant phenotype,-,oxidoreductase activity ; GO:0016491 | inferred from electronic annotation with InterPro:IPR002085,2R,7532981,7526118,-1,-,Death resistor Adh domain containing target,Feb-56,Drat
FBgn0033207,FBgn0033207,CG12826,43E9-43E9,-,2-57 <newline> 2-56.9,-,-,-,SO0000010:protein_coding_gene,biological_process ; GO:0008150 | no biological data available,cellular_component ; GO:0005575 | no biological data available,molecular_function ; GO:0003674 | no biological data available,2R,7671103,7670327,-1,-,-,Feb-57,CG12826
FBgn0033226,FBgn0033226,CG1882,43E18-43E18,-,2-57 <newline> 2-57.2,-,-,-,SO0000010:protein_coding_gene,-,peroxisome ; GO:0005777 | inferred from sequence or structural similarity with HGNC:3402,epoxide hydrolase activity ; GO:0004301 | inferred from sequence or structural similarity with HGNC:3402 <newline> carboxylic ester hydrolase activity ; GO:0052689 | inferred from direct assay,2R,7815486,7812504,1,-,-,Feb-57,CG1882
FBgn0033232,FBgn0033232,CG12159,43F1-43F1,-,2-57 <newline> 2-57.2,-,-,-,SO0000010:protein_coding_gene,-,-,-,2R,7916478,7915027,-1,-,-,Feb-57,CG12159
FBgn0033413,FBgn0033413,CG8806,45D5-45D5,-,2-60 <newline> 2-59.1,-,-,-,SO0000010:protein_coding_gene,dendrite morphogenesis ; GO:0048813 | inferred from mutant phenotype <newline> mitochondrion morphogenesis ; GO:0070584 | inferred from mutant phenotype,mitochondrion ; GO:0005739 | inferred from direct assay <newline> mitochondrial intermembrane space ; GO:0005758 | inferred from biological aspect of ancestor with PANTHER:PTN000125772 <newline> mitochondrial crista ; GO:0030061 | inferred from direct assay,phosphatidic acid transporter activity ; GO:1990050 | inferred from biological aspect of ancestor with PANTHER:PTN000125772,2R,9426107,9424087,1,-,preli-like,Feb-60,prel
